UserID,Age,Gender,TotalCoursesEnrolled,EnrollmentFrequency,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,CategoryDiversity,LearningDepthIndex,TotalSpending,Cluster,SegmentName
U01703,21,Male,3,1.0,162.64000000000001,Business,Advanced,3.516666666666667,3,2.6666666666666665,487.92,1,Business Advanced Learners
U01704,30,Female,2,2.0,44.795,Artificial Intelligence,Beginner,3.8100000000000005,2,1.5,89.59,0,AI Beginner Learners
U01705,28,Male,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U01706,17,Female,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U01707,32,Male,3,1.0,39.68,Cybersecurity,Advanced,4.16,3,2.0,119.04,2,Cybersecurity Beginners
U01708,22,Male,14,1.75,115.37285714285714,Finance,Intermediate,2.6457142857142855,9,1.8571428571428572,1615.22,4,Highly Engaged AI Explorers
U01709,35,Female,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U01710,32,Male,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U01711,15,Female,1,1.0,53.86,Finance,Beginner,2.47,1,1.0,53.86,2,Cybersecurity Beginners
U01712,30,Male,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U01713,15,Male,4,1.0,112.895,Cybersecurity,Advanced,2.7,4,2.5,451.58,2,Cybersecurity Beginners
U01714,24,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01715,27,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U01716,22,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U01717,20,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U01718,23,Male,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U01719,32,Female,1,1.0,119.04,Finance,Intermediate,2.75,1,2.0,119.04,2,Cybersecurity Beginners
U01720,21,Female,15,1.6666666666666667,110.398,Data Science,Beginner,3.2853333333333334,8,1.8666666666666667,1655.97,4,Highly Engaged AI Explorers
U01721,15,Female,10,1.4285714285714286,81.029,Web Development,Advanced,3.357,7,2.1,810.29,9,Advanced Web Development Learners
U01722,30,Female,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U01723,32,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U01724,17,Male,16,1.6,76.735625,Design,Advanced,3.0875,10,2.125,1227.77,4,Highly Engaged AI Explorers
U01725,33,Male,2,1.0,0.0,Design,Advanced,1.325,2,2.0,0.0,7,Deep Design Learners
U01726,32,Female,13,1.3,77.59076923076924,Design,Advanced,3.0107692307692306,9,2.3846153846153846,1008.6800000000001,4,Highly Engaged AI Explorers
U01727,15,Female,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U01728,33,Female,2,1.0,0.0,Design,Advanced,3.745,2,2.0,0.0,7,Deep Design Learners
U01729,29,Female,15,1.5,160.00333333333336,Project Management,Advanced,2.896666666666667,10,2.066666666666667,2400.05,4,Highly Engaged AI Explorers
U01730,27,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U01731,28,Male,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U01732,17,Female,2,1.0,0.0,Design,Advanced,4.585,2,2.5,0.0,7,Deep Design Learners
U01733,20,Female,4,1.3333333333333333,143.985,Data Science,Intermediate,3.085,4,2.0,575.94,3,Data Science Beginners
U01734,29,Male,3,1.5,148.35333333333332,Business,Intermediate,2.32,3,2.3333333333333335,445.06,1,Business Advanced Learners
U01735,29,Male,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U01736,17,Male,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U01737,23,Male,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U01738,16,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U01739,19,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U01740,20,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U01741,30,Male,2,1.0,0.0,Data Science,Beginner,2.95,2,1.5,0.0,3,Data Science Beginners
U01742,30,Female,2,1.0,0.0,Finance,Beginner,4.119999999999999,1,1.5,0.0,2,Cybersecurity Beginners
U01743,15,Male,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U01744,22,Male,4,1.3333333333333333,166.315,Business,Advanced,3.9625,4,2.5,665.26,1,Business Advanced Learners
U01745,21,Female,13,1.8571428571428572,124.81846153846153,Data Science,Beginner,3.2546153846153847,7,1.9230769230769231,1622.6399999999999,4,Highly Engaged AI Explorers
U01746,24,Male,14,1.4,114.80357142857143,Digital Marketing,Beginner,3.3685714285714283,8,1.6428571428571428,1607.25,4,Highly Engaged AI Explorers
U01747,19,Female,4,1.0,44.335,Digital Marketing,Intermediate,3.6925,4,2.0,177.34,5,Digital Marketing Learners
U01748,22,Male,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U01749,31,Female,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U01750,24,Male,4,1.0,156.91500000000002,Business,Beginner,3.435,4,1.5,627.6600000000001,1,Business Advanced Learners
U01751,25,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U01752,34,Female,4,1.3333333333333333,75.495,Artificial Intelligence,Advanced,2.8,4,2.25,301.98,0,AI Beginner Learners
U01753,17,Female,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U01754,22,Male,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U01755,26,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U01756,21,Male,2,1.0,0.0,Machine Learning,Beginner,1.505,2,1.5,0.0,6,Advanced Machine Learning Learners
U01757,26,Female,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U01758,16,Female,1,1.0,326.02,Business,Intermediate,2.69,1,2.0,326.02,1,Business Advanced Learners
U01759,21,Male,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U01760,19,Male,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U01761,31,Male,2,1.0,0.0,Business,Advanced,2.44,2,2.5,0.0,1,Business Advanced Learners
U01762,33,Male,15,1.875,95.136,Marketing,Advanced,3.624666666666667,11,2.2,1427.04,4,Highly Engaged AI Explorers
U01763,24,Male,1,1.0,248.1,Artificial Intelligence,Beginner,1.2,1,1.0,248.1,0,AI Beginner Learners
U01764,30,Male,2,1.0,142.525,Business,Beginner,3.2,2,1.0,285.05,1,Business Advanced Learners
U01765,24,Female,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U01766,33,Female,3,1.0,207.6933333333333,Cybersecurity,Advanced,2.9633333333333334,3,2.3333333333333335,623.0799999999999,2,Cybersecurity Beginners
U01767,15,Female,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U01768,26,Female,2,1.0,0.0,Cybersecurity,Advanced,4.19,2,2.5,0.0,2,Cybersecurity Beginners
U01769,15,Male,4,1.3333333333333333,13.465,Digital Marketing,Beginner,3.1875,4,1.5,53.86,5,Digital Marketing Learners
U01770,22,Female,2,1.0,0.0,Cybersecurity,Advanced,4.695,2,2.0,0.0,2,Cybersecurity Beginners
U01771,21,Male,3,1.0,115.82999999999998,Design,Advanced,2.2133333333333334,3,3.0,347.48999999999995,7,Deep Design Learners
U01772,32,Female,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U01773,17,Male,16,1.7777777777777777,162.28375,Artificial Intelligence,Beginner,3.124375,8,1.6875,2596.54,4,Highly Engaged AI Explorers
U01774,17,Male,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U01775,31,Female,2,1.0,0.0,Design,Advanced,3.0999999999999996,2,2.0,0.0,7,Deep Design Learners
U01776,30,Female,2,1.0,0.0,Business,Advanced,2.645,2,2.0,0.0,1,Business Advanced Learners
U01777,27,Male,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U01778,24,Female,2,1.0,0.0,Data Science,Beginner,4.055,2,1.5,0.0,3,Data Science Beginners
U01779,31,Male,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U01780,27,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U01781,30,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U01782,17,Female,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U01783,28,Male,3,1.0,19.106666666666666,Business,Advanced,3.78,3,2.6666666666666665,57.32,1,Business Advanced Learners
U01784,32,Female,1,1.0,119.04,Finance,Intermediate,2.75,1,2.0,119.04,2,Cybersecurity Beginners
U01785,34,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U01786,25,Female,13,1.4444444444444444,118.44461538461539,Finance,Advanced,3.1830769230769227,8,2.1538461538461537,1539.78,4,Highly Engaged AI Explorers
U01787,30,Female,2,1.0,133.465,Artificial Intelligence,Advanced,3.285,2,2.5,266.93,0,AI Beginner Learners
U01788,15,Male,2,1.0,44.795,Artificial Intelligence,Advanced,3.7350000000000003,2,2.5,89.59,0,AI Beginner Learners
U01789,33,Female,15,1.6666666666666667,96.142,Data Science,Beginner,3.234,8,1.8666666666666667,1442.1299999999999,4,Highly Engaged AI Explorers
U01790,25,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U01791,31,Female,2,1.0,26.93,Finance,Advanced,3.63,2,2.0,53.86,2,Cybersecurity Beginners
U01792,15,Male,1,1.0,53.86,Finance,Beginner,2.47,1,1.0,53.86,2,Cybersecurity Beginners
U01793,30,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U01794,26,Male,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U01795,15,Female,13,1.4444444444444444,88.11999999999999,Artificial Intelligence,Advanced,2.9646153846153847,9,2.076923076923077,1145.56,4,Highly Engaged AI Explorers
U01796,15,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U01797,33,Male,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U01798,18,Male,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U01799,33,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U01800,25,Female,2,1.0,124.05,Artificial Intelligence,Beginner,2.4,2,1.5,248.1,0,AI Beginner Learners
U01801,20,Male,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U01802,15,Female,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U01803,27,Female,3,1.0,114.20333333333333,Programming,Beginner,3.6799999999999997,3,1.3333333333333333,342.61,2,Cybersecurity Beginners
U01804,20,Female,2,1.0,0.0,Digital Marketing,Advanced,3.71,2,2.0,0.0,5,Digital Marketing Learners
U01805,21,Male,15,1.875,28.797333333333334,Cybersecurity,Beginner,2.834,9,1.8666666666666667,431.96000000000004,4,Highly Engaged AI Explorers
U01806,26,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U01807,31,Male,2,1.0,245.45,Artificial Intelligence,Advanced,3.7649999999999997,2,2.0,490.9,0,AI Beginner Learners
U01808,15,Male,3,1.5,228.22333333333333,Digital Marketing,Advanced,4.183333333333334,2,2.0,684.67,5,Digital Marketing Learners
U01809,24,Female,13,1.625,109.82923076923076,Cybersecurity,Beginner,3.3169230769230773,8,1.7692307692307692,1427.78,4,Highly Engaged AI Explorers
U01810,15,Female,15,1.6666666666666667,149.47066666666666,Business,Advanced,2.9113333333333333,8,2.2666666666666666,2242.06,4,Highly Engaged AI Explorers
U01811,28,Female,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U01812,17,Male,15,1.6666666666666667,53.23533333333333,Data Science,Advanced,2.9353333333333333,10,2.066666666666667,798.53,4,Highly Engaged AI Explorers
U01813,24,Female,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U01814,17,Female,3,1.0,157.42666666666665,Machine Learning,Advanced,2.8266666666666667,3,2.0,472.28,6,Advanced Machine Learning Learners
U01815,30,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U01816,21,Male,2,1.0,0.0,Data Science,Beginner,2.895,2,1.0,0.0,3,Data Science Beginners
U01817,33,Male,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U01818,15,Male,2,2.0,26.93,Finance,Beginner,3.5949999999999998,2,1.5,53.86,2,Cybersecurity Beginners
U01819,17,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U01820,24,Male,15,1.6666666666666667,160.504,Business,Advanced,2.8746666666666667,11,2.066666666666667,2407.56,4,Highly Engaged AI Explorers
U01821,22,Male,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U01822,22,Male,15,1.875,29.802000000000003,Finance,Advanced,2.9059999999999997,9,2.066666666666667,447.03000000000003,4,Highly Engaged AI Explorers
U01823,22,Male,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U01824,20,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U01825,25,Male,14,2.8,54.151428571428575,Machine Learning,Intermediate,3.143571428571429,9,1.9285714285714286,758.12,4,Highly Engaged AI Explorers
U01826,17,Male,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U01827,28,Male,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U01828,21,Male,1,1.0,177.34,Digital Marketing,Advanced,3.89,1,3.0,177.34,5,Digital Marketing Learners
U01829,27,Male,2,1.0,0.0,Cybersecurity,Intermediate,3.005,2,2.0,0.0,2,Cybersecurity Beginners
U01830,15,Male,1,1.0,37.89,Web Development,Advanced,1.3,1,3.0,37.89,9,Advanced Web Development Learners
U01831,34,Female,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U01832,24,Male,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U01833,16,Male,2,1.0,243.96,Business,Advanced,4.215,2,3.0,487.92,1,Business Advanced Learners
U01834,33,Female,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U01835,27,Male,2,2.0,0.0,Marketing,Advanced,4.755,1,2.5,0.0,8,Advanced Marketing Learners
U01836,32,Female,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U01837,24,Female,1,1.0,326.02,Business,Intermediate,2.69,1,2.0,326.02,1,Business Advanced Learners
U01838,24,Male,2,1.0,0.0,Cybersecurity,Intermediate,4.015,2,2.0,0.0,2,Cybersecurity Beginners
U01839,22,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U01840,35,Female,14,2.0,32.916428571428575,Machine Learning,Beginner,3.3735714285714287,10,1.9285714285714286,460.83000000000004,4,Highly Engaged AI Explorers
U01841,18,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U01842,33,Female,13,1.4444444444444444,89.94461538461539,Artificial Intelligence,Beginner,3.1123076923076924,9,1.7692307692307692,1169.28,4,Highly Engaged AI Explorers
U01843,19,Female,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U01844,18,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01845,17,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U01846,21,Female,2,1.0,58.84,Cybersecurity,Advanced,3.755,2,2.0,117.68,2,Cybersecurity Beginners
U01847,18,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U01848,30,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U01849,23,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U01850,29,Female,3,1.0,139.53666666666666,Data Science,Intermediate,3.3633333333333333,2,1.6666666666666667,418.61,3,Data Science Beginners
U01851,20,Male,4,1.3333333333333333,167.1575,Business,Intermediate,3.1375,3,2.25,668.63,1,Business Advanced Learners
U01852,19,Female,4,1.0,128.325,Cybersecurity,Intermediate,2.9425,4,2.0,513.3,2,Cybersecurity Beginners
U01853,31,Male,1,1.0,89.59,Artificial Intelligence,Intermediate,2.68,1,2.0,89.59,0,AI Beginner Learners
U01854,16,Male,13,1.8571428571428572,89.27230769230769,Finance,Advanced,3.4423076923076925,9,2.076923076923077,1160.54,4,Highly Engaged AI Explorers
U01855,15,Female,1,1.0,53.86,Finance,Beginner,2.47,1,1.0,53.86,2,Cybersecurity Beginners
U01856,27,Male,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01857,27,Female,2,1.0,26.93,Design,Advanced,3.46,2,2.0,53.86,7,Deep Design Learners
U01858,34,Female,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U01859,24,Female,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U01860,19,Male,3,1.0,162.64000000000001,Business,Advanced,3.236666666666667,3,2.3333333333333335,487.92,1,Business Advanced Learners
U01861,28,Female,2,1.0,47.605000000000004,Web Development,Advanced,3.02,1,3.0,95.21000000000001,9,Advanced Web Development Learners
U01862,24,Male,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U01863,26,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U01864,15,Male,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U01865,18,Male,4,1.3333333333333333,0.0,Programming,Beginner,1.915,3,1.75,0.0,2,Cybersecurity Beginners
U01866,25,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U01867,24,Female,13,1.4444444444444444,68.62307692307692,Artificial Intelligence,Beginner,3.3230769230769233,8,1.6153846153846154,892.1,4,Highly Engaged AI Explorers
U01868,27,Female,2,1.0,0.0,Cybersecurity,Beginner,3.025,2,1.5,0.0,2,Cybersecurity Beginners
U01869,32,Male,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U01870,28,Female,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U01871,21,Male,14,1.75,65.46642857142857,Data Science,Intermediate,3.2671428571428573,8,2.142857142857143,916.53,4,Highly Engaged AI Explorers
U01872,28,Female,14,2.0,148.88642857142855,Business,Intermediate,3.314285714285714,10,1.8571428571428572,2084.41,4,Highly Engaged AI Explorers
U01873,26,Male,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U01874,15,Female,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U01875,30,Male,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U01876,17,Male,14,1.75,69.41571428571429,Programming,Beginner,3.391428571428571,7,1.7857142857142858,971.8199999999999,4,Highly Engaged AI Explorers
U01877,19,Male,12,1.5,101.62166666666667,Digital Marketing,Beginner,2.9875000000000003,9,1.8333333333333333,1219.46,4,Highly Engaged AI Explorers
U01878,20,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U01879,32,Female,15,1.3636363636363635,157.86066666666665,Finance,Advanced,2.656,8,2.066666666666667,2367.91,4,Highly Engaged AI Explorers
U01880,26,Female,2,1.0,0.0,Design,Beginner,4.585,2,1.5,0.0,7,Deep Design Learners
U01881,30,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U01882,30,Female,3,1.0,31.736666666666668,Web Development,Advanced,3.063333333333334,2,3.0,95.21000000000001,9,Advanced Web Development Learners
U01883,30,Female,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U01884,20,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U01885,25,Female,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U01886,17,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U01887,21,Female,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U01888,15,Female,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U01889,30,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U01890,18,Female,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U01891,35,Female,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U01892,16,Male,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U01893,23,Female,12,1.7142857142857142,108.1825,Business,Beginner,2.94,8,1.9166666666666667,1298.19,4,Highly Engaged AI Explorers
U01894,35,Male,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U01895,35,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01896,32,Female,12,1.5,143.36749999999998,Artificial Intelligence,Intermediate,3.065,9,1.5833333333333333,1720.4099999999999,4,Highly Engaged AI Explorers
U01897,15,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U01898,26,Male,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U01899,25,Female,2,1.0,0.0,Programming,Beginner,3.0999999999999996,2,1.0,0.0,2,Cybersecurity Beginners
U01900,19,Male,11,1.5714285714285714,118.8690909090909,Artificial Intelligence,Advanced,3.022727272727273,7,2.272727272727273,1307.56,4,Highly Engaged AI Explorers
U01901,23,Male,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U01902,30,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U01903,17,Female,13,1.3,102.66923076923078,Artificial Intelligence,Advanced,2.9815384615384612,9,2.0,1334.7,4,Highly Engaged AI Explorers
U01904,17,Male,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U01905,24,Female,2,1.0,245.45,Artificial Intelligence,Beginner,2.915,2,1.0,490.9,0,AI Beginner Learners
U01906,19,Male,15,2.142857142857143,93.046,Marketing,Beginner,2.4353333333333333,10,1.9333333333333333,1395.69,4,Highly Engaged AI Explorers
U01907,15,Male,2,1.0,44.795,Artificial Intelligence,Beginner,2.41,2,1.5,89.59,0,AI Beginner Learners
U01908,19,Male,12,1.5,74.05583333333334,Web Development,Advanced,3.2708333333333335,9,2.0,888.6700000000001,9,Advanced Web Development Learners
U01909,25,Male,3,1.0,12.63,Machine Learning,Advanced,1.68,3,2.6666666666666665,37.89,6,Advanced Machine Learning Learners
U01910,28,Male,1,1.0,177.34,Digital Marketing,Advanced,3.89,1,3.0,177.34,5,Digital Marketing Learners
U01911,22,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U01912,24,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01913,24,Male,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U01914,32,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U01915,34,Female,2,1.0,226.7,Artificial Intelligence,Advanced,2.205,2,2.5,453.4,0,AI Beginner Learners
U01916,29,Male,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U01917,18,Female,15,1.6666666666666667,77.30266666666667,Data Science,Advanced,2.9939999999999998,8,2.2666666666666666,1159.54,4,Highly Engaged AI Explorers
U01918,23,Male,14,1.5555555555555556,69.93714285714286,Data Science,Advanced,2.6207142857142856,8,2.142857142857143,979.12,4,Highly Engaged AI Explorers
U01919,16,Female,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U01920,33,Male,13,1.625,125.22000000000001,Data Science,Advanced,3.0961538461538463,8,2.1538461538461537,1627.8600000000001,4,Highly Engaged AI Explorers
U01921,24,Male,2,1.0,0.0,Artificial Intelligence,Beginner,3.645,2,1.0,0.0,0,AI Beginner Learners
U01922,21,Male,2,2.0,0.0,Cybersecurity,Beginner,3.295,2,1.5,0.0,2,Cybersecurity Beginners
U01923,19,Male,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U01924,20,Male,2,1.0,44.795,Artificial Intelligence,Beginner,3.0,2,1.5,89.59,0,AI Beginner Learners
U01925,33,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U01926,26,Female,13,1.625,91.5023076923077,Machine Learning,Beginner,2.926153846153846,9,1.6923076923076923,1189.53,4,Highly Engaged AI Explorers
U01927,27,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U01928,33,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U01929,19,Male,14,1.5555555555555556,75.53714285714285,Machine Learning,Intermediate,2.8964285714285714,7,1.8571428571428572,1057.52,4,Highly Engaged AI Explorers
U01930,28,Female,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
